naics4,cust_int,cust_int_indirect,total_linkage,cons_share,naics4_title
4483,0.8015918755742886,0.0,0.0,1.0,"Jewelry, Luggage, and Leather Goods Stores"
4511,0.8096596223526006,0.0,0.0,1.0,"Sporting Goods, Hobby, and Musical Instrument Stores"
4512,0.8359742129646508,0.0,0.0,1.0,Book Stores and News Dealers
4521,0.7713901657973865,0.0,0.0,1.0,
4522,0.7713901657973865,0.0,0.0,1.0,Department Stores
4523,0.7713901657973865,0.0,0.0,1.0,"General Merchandise Stores, including Warehouse Clubs and Supercenters"
4529,0.7713901657973865,0.0,0.0,1.0,
4531,0.6984714210203493,0.0,0.0,1.0,Florists
4532,0.7878124888626095,0.0,0.0,1.0,"Office Supplies, Stationery, and Gift Stores"
4533,0.7878124888626095,0.0,0.0,1.0,Used Merchandise Stores
4539,0.7383987430174356,0.0,0.0,1.0,Other Miscellaneous Store Retailers
4541,0.5124147566313741,0.6867100241623462,811.0,0.8129463257313982,Electronic Shopping and Mail-Order Houses
4542,0.5845500092775449,0.6867100241623462,811.0,0.8129463257313982,Vending Machine Operators
4543,0.5976534097788748,0.6867100241623462,811.0,0.8129463257313982,Direct Selling Establishments
4811,0.6901416840425886,0.46936410896423625,57429.0,0.6266387328190965,Scheduled Air Transportation
4812,0.5503981889163021,0.46936410896423625,57429.0,0.6266387328190965,Nonscheduled Air Transportation
4821,0.3854812809775503,0.5365363368165413,5737.0,0.17530305048621286,Rail Transportation
4831,0.404868733407641,0.4682520830067405,1411.0,0.8333498660847138,"Deep Sea, Coastal, and Great Lakes Water Transportation"
4832,0.36919148762014625,0.4682520830067405,1411.0,0.8333498660847138,Inland Water Transportation
4841,0.5543535225564298,0.5980561988467347,17695.0,0.3466794862990179,General Freight Trucking
4842,0.5543535225564298,0.5980561988467347,17695.0,0.3466794862990179,Specialized Freight Trucking
4851,0.6945321435399562,0.4794662928933211,21339.0,0.5037072978423375,Urban Transit Systems
4852,0.7260410862918294,0.4794662928933211,21339.0,0.5037072978423375,Interurban and Rural Bus Transportation
4853,0.566730679933665,0.4794662928933211,21339.0,0.5037072978423375,Taxi and Limousine Service
4854,0.469407366128917,0.4794662928933211,21339.0,0.5037072978423375,School and Employee Bus Transportation
4855,0.6897572707584844,0.4794662928933211,21339.0,0.5037072978423375,Charter Bus Industry
4859,0.6153914626399201,0.4794662928933211,21339.0,0.5037072978423375,Other Transit and Ground Passenger Transportation
4861,0.35156548724052616,0.36415341790637695,274.0,0.0,Pipeline Transportation of Crude Oil
4862,0.32586777999955013,0.36415341790637695,274.0,0.0,Pipeline Transportation of Natural Gas
4869,0.2814382956513916,0.36415341790637695,274.0,0.0,Other Pipeline Transportation
4871,0.7063244605545791,0.5341903583955192,109479.0,0.10425015611043924,"Scenic and Sightseeing Transportation, Land"
4872,0.5387315173469212,0.5341903583955192,109479.0,0.10425015611043924,"Scenic and Sightseeing Transportation, Water"
4879,0.6759461093051605,0.5341903583955192,109479.0,0.10425015611043924,"Scenic and Sightseeing Transportation, Other"
4881,0.4802227818896459,0.5341903583955192,109479.0,0.10425015611043924,Support Activities for Air Transportation
4882,0.3642895475487647,0.5341903583955192,109479.0,0.10425015611043924,Support Activities for Rail Transportation
4883,0.41172880390339966,0.5341903583955192,109479.0,0.10425015611043924,Support Activities for Water Transportation
4884,0.5501073286075391,0.5341903583955192,109479.0,0.10425015611043924,Support Activities for Road Transportation
4885,0.4782103785486043,0.5341903583955192,109479.0,0.10425015611043924,Freight Transportation Arrangement
4889,0.4445679490425483,0.5341903583955192,109479.0,0.10425015611043924,Other Support Activities for Transportation
4911,0.537531355298015,0.4886113437090273,52226.0,0.12283681060973638,Postal Service
4921,0.5460809092652668,0.5236567181492006,56404.0,0.07901426466540373,Couriers and Express Delivery Services
4922,0.5536594544413462,0.5236567181492006,56404.0,0.07901426466540373,Local Messengers and Local Delivery
4931,0.4555602983870265,0.5935600547294481,108042.0,0.0014647172827708165,Warehousing and Storage
5111,0.4993496937220888,0.525667196530032,11822.0,0.7275377969762419,"Newspaper, Periodical, Book, and Directory Publishers"
5112,0.28319679666267383,0.4168064260613136,15845.0,0.7155809859154929,Software Publishers
5121,0.6039929471746447,0.535585006675988,53695.0,0.3066063234647055,Motion Picture and Video Industries
5122,0.48699564444177673,0.5028856007166157,6982.0,0.5328987824375846,Sound Recording Industries
5151,0.6063078480069091,0.5852740795830139,30789.0,0.16065750207915463,Radio and Television Broadcasting
5152,0.5163717941051912,0.5019178935818669,7555.0,0.0,Cable and Other Subscription Programming
5171,0.49698886729149877,0.4858476206467567,113104.0,0.5595322545957623,
5172,0.49698886729149877,0.4893104657989984,73280.0,0.5403578774803198,
5173,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,Wired and Wireless Telecommunications Carriers
5174,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,Satellite Telecommunications
5175,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,
5176,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,
5177,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,
5178,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,
5179,0.49698886729149877,0.47398195238121493,14022.0,0.2985819436936,Other Telecommunications
5182,0.3360350794838755,0.4805103880016736,54571.0,0.17223162812627246,"Data Processing, Hosting, and Related Services"
5191,0.4105372963611,0.49306440513384325,37613.0,0.2779107142857143,Other Information Services
5211,0.36904628152472935,0.4943188369837524,197106.0,0.4351360416202612,Monetary Authorities-Central Bank
5221,0.5750584719268198,0.4943188369837524,197106.0,0.4351360416202612,Depository Credit Intermediation
5222,0.5588572780223144,0.5148693258118071,140661.0,0.12748127763241,Nondepository Credit Intermediation
5223,0.5750584719268198,0.5148693258118071,140661.0,0.12748127763241,Activities Related to Credit Intermediation
5231,0.4716326569535913,0.480813493811953,100906.0,0.23447465468439374,Securities and Commodity Contracts Intermediation and Brokerage
5232,0.4716326569535913,0.480813493811953,100906.0,0.23447465468439374,Securities and Commodity Exchanges
5239,0.4716326569535913,0.4925326898653265,93202.0,0.6048354623715635,Other Financial Investment Activities
5241,0.4788667767600328,0.5216734055382496,202724.0,0.5489517606350499,Insurance Carriers
5242,0.5328476696152881,0.5049825397979512,293482.0,0.0,"Agencies, Brokerages, and Other Insurance Related Activities"
5251,0.4905749736703529,0.5045450475380123,15470.0,0.889288858036398,Insurance and Employee Benefit Funds
5259,0.4953525008964298,0.5045450475380123,15470.0,0.889288858036398,Other Investment Pools and Funds
5311,0.5365666039862879,0.5147639016426413,755582.0,0.006068697806017055,Lessors of Real Estate
5312,0.5365666039862877,0.5147639016426413,755582.0,0.006068697806017055,Offices of Real Estate Agents and Brokers
5313,0.5365666039862877,0.5147639016426413,755582.0,0.006068697806017055,Activities Related to Real Estate
5321,0.6091881209486057,0.49820697038788225,45008.0,0.521526489757432,Automotive Equipment Rental and Leasing
5322,0.5723570789974011,0.5028645975850712,11573.0,0.5961973339681028,Consumer Goods Rental
5323,0.5723570789974011,0.5028645975850712,11573.0,0.5961973339681028,General Rental Centers
5324,0.5723570789974011,0.49605866114793723,75784.0,0.006106212627951758,Commercial and Industrial Machinery and Equipment Rental and Leasing
5331,0.4835456041235491,0.43469836684288893,91917.0,0.0,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
5411,0.5221415358331065,0.471439997697447,181120.0,0.32019345248578696,Legal Services
5412,0.4418825273343861,0.48485291848594064,131113.0,0.09551060742519764,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
5413,0.38219282855963305,0.44948909746815396,157541.0,0.0,"Architectural, Engineering, and Related Services"
5414,0.4441778942678763,0.4544775003194678,19393.0,0.14326679998490738,Specialized Design Services
5415,0.2742133882784176,0.4709421899516729,138452.0,0.0,Computer Systems Design and Related Services
5416,0.4246693534678587,0.479785629603303,215301.0,0.0,"Management, Scientific, and Technical Consulting Services"
5417,0.3448245863135689,0.37506289688243266,7806.0,0.3939887860216456,Scientific Research and Development Services
5418,0.5484220907232149,0.49454600855934344,305921.0,0.004810302379900259,"Advertising, Public Relations, and Related Services"
5419,0.6223089152968756,0.4639832092287949,79679.0,0.2508834228304175,"Other Professional, Scientific, and Technical Services"
5511,0.44359639296051606,0.4514651521407278,461212.0,0.0,Management of Companies and Enterprises
5611,0.4879593025538754,0.4918739874477083,39826.0,0.0,Office Administrative Services
5612,0.5028285311614878,0.46845536804857335,19326.0,0.0,Facilities Support Services
5613,0.4337006144799763,0.48003231622105913,239437.0,0.00428520510660359,Employment Services
5614,0.5042344764351072,0.5019371282682983,61893.0,0.05608542112726969,Business Support Services
5615,0.6568372095586251,0.510191027378701,17106.0,0.4261040077361126,Travel Arrangement and Reservation Services
5616,0.7450658536431338,0.48410276570593797,38751.0,0.17386768833927624,Investigation and Security Services
5617,0.4448018467444149,0.4958828151254478,114101.0,0.10395484212383137,Services to Buildings and Dwellings
5619,0.4860465228941657,0.49386985122597143,25403.0,0.09395532194480946,Other Support Services
5621,0.5438659989861234,0.47350390113076224,53843.0,0.24129407262610278,Waste Collection
5622,0.49289181742543664,0.47350390113076224,53843.0,0.24129407262610278,Waste Treatment and Disposal
5629,0.4950288644463268,0.47350390113076224,53843.0,0.24129407262610278,Remediation and Other Waste Management Services
6111,0.540841731843263,0.0,0.0,1.0,Elementary and Secondary Schools
6112,0.5249687725842315,0.5741427751793657,8749.0,0.9255082390131352,Junior Colleges
6113,0.49711227266547797,0.5741427751793657,8749.0,0.9255082390131352,"Colleges, Universities, and Professional Schools"
6114,0.4767390704739185,0.5630167718835337,8797.0,0.7568827525509503,Business Schools and Computer and Management Training
6115,0.567950089807844,0.5630167718835337,8797.0,0.7568827525509503,Technical and Trade Schools
6116,0.542131333262217,0.5630167718835337,8797.0,0.7568827525509503,Other Schools and Instruction
6117,0.5141881325761938,0.5630167718835337,8797.0,0.7568827525509503,Educational Support Services
6211,0.6898682253473644,0.0,0.0,0.998715656460995,Offices of Physicians
6212,0.7053963874785947,0.0,0.0,1.0,Offices of Dentists
6213,0.7088697502523353,0.0,0.0,0.9738635257471041,Offices of Other Health Practitioners
6214,0.668805599980409,0.0,0.0,0.9906053466773107,Outpatient Care Centers
6215,0.5495729889252954,0.6765376925263584,17039.0,0.6714982337582552,Medical and Diagnostic Laboratories
6216,0.5350603467807682,0.0,0.0,1.0,Home Health Care Services
6219,0.6093672871275592,0.6411173086312417,10499.0,0.6637142013581341,Other Ambulatory Health Care Services
6221,0.6445029688877568,0.6423869975947022,410.0,0.999519892268509,General Medical and Surgical Hospitals
6222,0.6070238075229791,0.6423869975947022,410.0,0.999519892268509,Psychiatric and Substance Abuse Hospitals
6223,0.6367613935524308,0.6423869975947022,410.0,0.999519892268509,Specialty (except Psychiatric and Substance Abuse) Hospitals
6231,0.5786971685693918,0.0,0.0,0.9880624862590839,Nursing Care Facilities (Skilled Nursing Facilities)
6232,0.5102693915774604,0.0,0.0,0.986965931473871,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
6233,0.5403052895470746,0.0,0.0,0.9880624862590839,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
6239,0.5816885166811583,0.0,0.0,0.986965931473871,Other Residential Care Facilities
6241,0.47049088780714576,0.0,0.0,1.0,Individual and Family Services
6242,0.6296285560349173,0.0,0.0,1.0,"Community Food and Housing, and Emergency and Other Relief Services"
6243,0.5240549560359505,0.0,0.0,1.0,Vocational Rehabilitation Services
6244,0.4728893417611175,0.0,0.0,0.9966903574838231,Child Day Care Services
7111,0.645281871798856,0.4011279395779184,5261.0,0.7886496292790661,Performing Arts Companies
7112,0.6365650033399611,0.5694286914429901,16824.0,0.481312809302608,Spectator Sports
7113,0.6257960497087025,0.5645374046306784,12649.0,0.47123218986336857,"Promoters of Performing Arts, Sports, and Similar Events"
7114,0.45524680098217285,0.5645374046306784,12649.0,0.47123218986336857,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
7115,0.5465270398392608,0.5309480833939199,30409.0,0.004131851987879901,"Independent Artists, Writers, and Performers"
7121,0.6338743011069579,0.0,0.0,1.0,"Museums, Historical Sites, and Similar Institutions"
7131,0.7409758744936131,0.5634718278796185,313.0,0.9741797549543623,Amusement Parks and Arcades
7132,0.6793699771609084,0.0,0.0,0.9977566024744008,Gambling Industries
7139,0.6570778752516081,0.5018071581908425,4932.0,0.9119454737562689,Other Amusement and Recreation Industries
7211,0.6482117064861391,0.4639902466150407,46213.0,0.7084395760202157,Traveler Accommodation
7212,0.5826079874925403,0.4639902466150407,46213.0,0.7084395760202157,RV (Recreational Vehicle) Parks and Recreational Camps
7213,0.5941127197112366,0.4639902466150407,46213.0,0.7084395760202157,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
7223,0.666228363950475,0.5786678381051782,59156.0,0.5672565483558024,Special Food Services
7224,0.7187561862681904,0.5786678381051782,59156.0,0.5672565483558024,Drinking Places (Alcoholic Beverages)
7225,0.6849827342391702,,0.0,,Restaurants and Other Eating Places
8111,0.4567417048490817,0.498911909087313,45603.0,0.7433409610983982,Automotive Repair and Maintenance
8112,0.446173600855814,0.4969487667564345,30770.0,0.10418384389336377,Electronic and Precision Equipment Repair and Maintenance
8113,0.34066905147654974,0.4831892339271493,56219.0,0.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
8114,0.5250414934635198,0.5054422359606212,14864.0,0.49368299614508004,Personal and Household Goods Repair and Maintenance
8121,0.7802473425118607,0.7802473425118606,337.0,0.9946983681606734,Personal Care Services
8122,0.7120563924103098,0.0,0.0,1.0,Death Care Services
8123,0.47739614013850384,0.5629793033140068,12008.0,0.4628894080996885,Drycleaning and Laundry Services
8129,0.6353841642736656,0.5151354383594322,5874.0,0.8775523025695797,Other Personal Services
8131,0.5740223638576526,0.0,0.0,1.0,Religious Organizations
8132,0.577920411212227,0.5733890889509763,219.0,0.9949795760023733,Grantmaking and Giving Services
8133,0.5942593251097563,0.5733890889509763,219.0,0.9949795760023733,Social Advocacy Organizations
8134,0.6331749460136614,0.49869128576690325,16982.0,0.7633018398806564,Civic and Social Organizations
8139,0.5035720432128652,0.49869128576690325,16982.0,0.7633018398806564,"Business, Professional, Labor, Political, and Similar Organizations"
9991,0.48738068047879995,,,,
9992,0.5579110735736307,,,,
9993,0.6229332677067333,,,,
